order_id,date,product_category,sales_amount,quantity,payment_method,customer_rating,month,day_of_week,total_revenue
2227,2025-01-19,Sports,479.34,5,PayPal,3,Jan,Sunday,2396.7
2228,2025-01-18,Clothing,428.76,1,Debit Card,2,Jan,Saturday,428.76
2229,2025-09-14,Electronics,122.94,3,UPI,4,Sep,Sunday,368.82
2230,2025-03-19,Home & Kitchen,170.51,2,PayPal,2,Mar,Wednesday,341.02
2231,2025-06-24,Clothing,112.85,3,UPI,5,Jun,Tuesday,338.54999999999995
2232,2025-07-13,Clothing,251.02,1,PayPal,5,Jul,Sunday,251.02
2233,2025-04-23,Electronics,19.61,2,Debit Card,1,Apr,Wednesday,39.22
2234,2025-04-24,Beauty,338.97,4,UPI,4,Apr,Thursday,1355.88
2235,2025-08-10,Clothing,266.35,4,UPI,5,Aug,Sunday,1065.4
2236,2025-06-15,Beauty,450.33,3,Debit Card,3,Jun,Sunday,1350.99
2237,2025-11-15,Beauty,90.55,2,Credit Card,3,Nov,Saturday,181.1
2238,2025-05-12,Sports,404.01,2,PayPal,2,May,Monday,808.02
2239,2025-09-21,Electronics,398.06,5,PayPal,3,Sep,Sunday,1990.3
2240,2025-02-24,Beauty,72.32,1,Credit Card,5,Feb,Monday,72.32
2241,2025-12-25,Electronics,205.29,4,UPI,3,Dec,Thursday,821.16
2242,2025-05-11,Sports,93.37,3,UPI,4,May,Sunday,280.11
2243,2025-10-15,Electronics,134.81,2,Debit Card,2,Oct,Wednesday,269.62
2244,2025-09-23,Clothing,138.99,4,Debit Card,4,Sep,Tuesday,555.96
2245,2025-06-11,Beauty,282.56,3,Debit Card,5,Jun,Wednesday,847.6800000000001
2246,2025-03-28,Electronics,211.59,4,Credit Card,5,Mar,Friday,846.36
2247,2025-02-24,Home & Kitchen,474.39,3,Credit Card,3,Feb,Monday,1423.17
2248,2025-10-15,Electronics,71.92,4,UPI,1,Oct,Wednesday,287.68
2249,2025-06-27,Beauty,487.11,5,Debit Card,1,Jun,Friday,2435.55
2250,2025-12-15,Sports,123.01,1,UPI,5,Dec,Monday,123.01
2251,2025-01-08,Sports,388.71,4,Credit Card,5,Jan,Wednesday,1554.84
2252,2025-11-17,Beauty,176.1,1,PayPal,2,Nov,Monday,176.1
2253,2025-11-09,Clothing,80.11,4,UPI,5,Nov,Sunday,320.44
2254,2025-09-04,Clothing,430.37,2,Credit Card,5,Sep,Thursday,860.74
2255,2025-11-19,Sports,161.34,5,Debit Card,2,Nov,Wednesday,806.7
2256,2025-09-12,Sports,332.84,5,PayPal,4,Sep,Friday,1664.1999999999998
2257,2025-11-24,Beauty,287.56,1,PayPal,4,Nov,Monday,287.56
2258,2025-02-23,Clothing,241.16,2,PayPal,2,Feb,Sunday,482.32
2259,2025-09-06,Sports,252.95,3,Debit Card,2,Sep,Saturday,758.8499999999999
2260,2025-08-27,Clothing,368.8,5,PayPal,4,Aug,Wednesday,1844.0
2261,2025-08-17,Sports,53.01,2,Credit Card,4,Aug,Sunday,106.02
2262,2025-03-08,Electronics,337.41,2,UPI,4,Mar,Saturday,674.82
2263,2025-02-20,Home & Kitchen,448.95,1,PayPal,4,Feb,Thursday,448.95
2264,2025-04-07,Electronics,38.32,2,PayPal,3,Apr,Monday,76.64
2265,2025-04-02,Sports,78.92,2,Credit Card,2,Apr,Wednesday,157.84
2266,2025-09-21,Home & Kitchen,361.15,3,Debit Card,1,Sep,Sunday,1083.4499999999998
2267,2025-10-18,Home & Kitchen,224.27,1,PayPal,3,Oct,Saturday,224.27
2268,2025-04-06,Sports,207.74,1,Credit Card,1,Apr,Sunday,207.74
2269,2025-03-29,Sports,77.11,2,Credit Card,1,Mar,Saturday,154.22
2270,2025-03-19,Clothing,258.32,3,Debit Card,5,Mar,Wednesday,774.96
2271,2025-10-15,Sports,72.01,4,Debit Card,2,Oct,Wednesday,288.04
2272,2025-04-30,Beauty,243.54,5,UPI,3,Apr,Wednesday,1217.7
2273,2025-10-29,Sports,384.17,1,PayPal,2,Oct,Wednesday,384.17
2274,2025-06-14,Beauty,136.55,3,UPI,4,Jun,Saturday,409.65000000000003
2275,2025-07-01,Sports,245.59,3,Credit Card,2,Jul,Tuesday,736.77
2276,2025-08-11,Clothing,496.09,2,PayPal,1,Aug,Monday,992.18
2277,2025-11-07,Beauty,346.46,5,Credit Card,4,Nov,Friday,1732.3
2278,2025-01-07,Electronics,422.26,1,Credit Card,2,Jan,Tuesday,422.26
2279,2025-11-26,Beauty,213.28,4,Credit Card,2,Nov,Wednesday,853.12
2280,2025-09-20,Clothing,386.25,2,Debit Card,1,Sep,Saturday,772.5
2281,2025-06-10,Beauty,29.85,1,Debit Card,4,Jun,Tuesday,29.85
2282,2025-05-31,Sports,70.23,1,PayPal,1,May,Saturday,70.23
2283,2025-03-26,Sports,109.5,3,Credit Card,2,Mar,Wednesday,328.5
2284,2025-05-27,Clothing,206.96,5,Credit Card,3,May,Tuesday,1034.8
2285,2025-04-22,Home & Kitchen,424.41,4,PayPal,3,Apr,Tuesday,1697.64
2286,2025-02-05,Sports,179.67,5,UPI,5,Feb,Wednesday,898.3499999999999
2287,2025-10-12,Electronics,330.76,3,Credit Card,3,Oct,Sunday,992.28
2288,2025-07-07,Clothing,357.56,4,Debit Card,4,Jul,Monday,1430.24
2289,2025-03-23,Beauty,297.23,4,UPI,5,Mar,Sunday,1188.92
2290,2025-01-02,Beauty,185.05,2,UPI,4,Jan,Thursday,370.1
2291,2025-10-30,Electronics,292.76,4,UPI,3,Oct,Thursday,1171.04
2292,2025-07-16,Sports,177.71,1,UPI,3,Jul,Wednesday,177.71
2293,2025-01-11,Clothing,51.1,5,UPI,2,Jan,Saturday,255.5
2294,2025-08-22,Electronics,496.47,5,UPI,4,Aug,Friday,2482.3500000000004
2295,2025-07-14,Sports,72.32,2,PayPal,1,Jul,Monday,144.64
2296,2025-04-29,Clothing,45.45,4,PayPal,2,Apr,Tuesday,181.8
2297,2025-01-20,Beauty,440.48,3,UPI,4,Jan,Monday,1321.44
2298,2025-09-18,Clothing,157.9,1,Debit Card,5,Sep,Thursday,157.9
2299,2025-10-20,Home & Kitchen,328.65,2,PayPal,4,Oct,Monday,657.3
2300,2025-09-13,Clothing,171.21,4,PayPal,5,Sep,Saturday,684.84
2301,2025-08-10,Home & Kitchen,201.81,3,UPI,5,Aug,Sunday,605.4300000000001
2302,2025-08-14,Clothing,138.44,4,Debit Card,3,Aug,Thursday,553.76
2303,2025-02-22,Home & Kitchen,178.09,2,UPI,1,Feb,Saturday,356.18
2304,2025-12-21,Beauty,211.24,3,Debit Card,4,Dec,Sunday,633.72
2305,2025-12-08,Sports,363.0,3,Debit Card,1,Dec,Monday,1089.0
2306,2025-12-30,Home & Kitchen,260.65,3,Credit Card,5,Dec,Tuesday,781.9499999999999
2307,2025-10-07,Home & Kitchen,472.35,3,PayPal,3,Oct,Tuesday,1417.0500000000002
2308,2025-03-22,Beauty,30.52,4,UPI,1,Mar,Saturday,122.08
2309,2025-07-21,Home & Kitchen,256.5,3,PayPal,2,Jul,Monday,769.5
2310,2025-06-07,Electronics,296.27,4,PayPal,5,Jun,Saturday,1185.08
2311,2025-04-30,Beauty,460.9,3,Debit Card,2,Apr,Wednesday,1382.6999999999998
2312,2025-02-28,Electronics,34.09,3,PayPal,1,Feb,Friday,102.27000000000001
2313,2025-08-03,Beauty,291.01,2,Credit Card,1,Aug,Sunday,582.02
2314,2025-05-08,Home & Kitchen,428.28,4,UPI,1,May,Thursday,1713.12
2315,2025-08-12,Electronics,128.54,4,PayPal,4,Aug,Tuesday,514.16
2316,2025-07-28,Home & Kitchen,439.38,5,UPI,5,Jul,Monday,2196.9
2317,2025-04-25,Beauty,19.33,2,PayPal,5,Apr,Friday,38.66
2318,2025-07-28,Home & Kitchen,368.9,4,UPI,5,Jul,Monday,1475.6
2319,2025-01-14,Electronics,467.23,2,UPI,4,Jan,Tuesday,934.46
2320,2025-01-09,Electronics,332.03,2,UPI,1,Jan,Thursday,664.06
2321,2025-02-09,Home & Kitchen,225.12,2,PayPal,1,Feb,Sunday,450.24
2322,2025-08-25,Clothing,31.99,1,Credit Card,2,Aug,Monday,31.99
2323,2025-10-08,Beauty,460.86,4,UPI,4,Oct,Wednesday,1843.44
2324,2025-12-25,Beauty,240.45,2,Debit Card,3,Dec,Thursday,480.9
2325,2025-07-20,Home & Kitchen,24.21,1,Debit Card,4,Jul,Sunday,24.21
2326,2025-09-03,Clothing,348.01,1,Debit Card,2,Sep,Wednesday,348.01
2327,2025-10-05,Electronics,246.1,3,Credit Card,2,Oct,Sunday,738.3
2328,2025-08-23,Sports,70.93,3,UPI,2,Aug,Saturday,212.79000000000002
2329,2025-01-04,Sports,114.99,4,Credit Card,1,Jan,Saturday,459.96
2330,2025-06-03,Home & Kitchen,41.6,3,UPI,3,Jun,Tuesday,124.80000000000001
2331,2025-01-29,Clothing,291.4,4,Credit Card,2,Jan,Wednesday,1165.6
2332,2025-04-19,Clothing,314.79,1,UPI,5,Apr,Saturday,314.79
2333,2025-04-08,Beauty,257.81,1,Debit Card,1,Apr,Tuesday,257.81
2334,2025-08-03,Electronics,410.38,4,UPI,3,Aug,Sunday,1641.52
2335,2025-10-20,Clothing,431.89,3,Credit Card,5,Oct,Monday,1295.67
2336,2025-03-16,Sports,311.66,3,UPI,3,Mar,Sunday,934.98
2337,2025-11-22,Electronics,16.25,4,PayPal,3,Nov,Saturday,65.0
2338,2025-05-26,Electronics,350.66,5,UPI,5,May,Monday,1753.3000000000002
2339,2025-05-08,Home & Kitchen,214.82,3,Debit Card,4,May,Thursday,644.46
2340,2025-12-07,Clothing,287.12,2,UPI,3,Dec,Sunday,574.24
2341,2025-02-11,Home & Kitchen,328.05,3,PayPal,4,Feb,Tuesday,984.1500000000001
2342,2025-12-22,Clothing,181.62,5,PayPal,3,Dec,Monday,908.1
2343,2025-02-10,Beauty,459.38,1,PayPal,5,Feb,Monday,459.38
2344,2025-02-03,Home & Kitchen,75.65,1,Credit Card,3,Feb,Monday,75.65
2345,2025-01-17,Home & Kitchen,339.04,1,PayPal,2,Jan,Friday,339.04
2346,2025-06-14,Sports,12.14,3,Credit Card,2,Jun,Saturday,36.42
2347,2025-06-02,Home & Kitchen,463.08,1,PayPal,3,Jun,Monday,463.08
2348,2025-03-17,Clothing,65.13,5,Credit Card,5,Mar,Monday,325.65
2349,2025-03-28,Sports,56.49,5,PayPal,5,Mar,Friday,282.45
2350,2025-04-27,Home & Kitchen,173.17,3,PayPal,1,Apr,Sunday,519.51
2351,2025-12-28,Home & Kitchen,193.05,2,UPI,5,Dec,Sunday,386.1
2352,2025-12-08,Beauty,115.01,3,PayPal,4,Dec,Monday,345.03000000000003
2353,2025-01-27,Home & Kitchen,296.71,1,UPI,3,Jan,Monday,296.71
2354,2025-11-09,Electronics,227.03,3,PayPal,2,Nov,Sunday,681.09
2355,2025-10-14,Sports,26.75,5,PayPal,5,Oct,Tuesday,133.75
2356,2025-05-14,Electronics,166.63,3,UPI,2,May,Wednesday,499.89
2357,2025-08-07,Sports,407.11,3,UPI,1,Aug,Thursday,1221.33
2358,2025-06-17,Beauty,347.95,2,Credit Card,3,Jun,Tuesday,695.9
2359,2025-04-08,Home & Kitchen,365.19,5,Debit Card,5,Apr,Tuesday,1825.95
2360,2025-09-25,Home & Kitchen,352.08,4,UPI,2,Sep,Thursday,1408.32
2361,2025-08-25,Home & Kitchen,162.38,4,Credit Card,5,Aug,Monday,649.52
2362,2025-11-05,Sports,58.84,5,PayPal,1,Nov,Wednesday,294.20000000000005
2363,2025-06-22,Home & Kitchen,143.51,4,UPI,2,Jun,Sunday,574.04
2364,2025-07-09,Electronics,417.57,1,UPI,2,Jul,Wednesday,417.57
2365,2025-05-02,Home & Kitchen,490.43,4,PayPal,3,May,Friday,1961.72
2366,2025-02-15,Beauty,251.99,1,PayPal,3,Feb,Saturday,251.99
2367,2025-03-05,Electronics,14.75,5,PayPal,2,Mar,Wednesday,73.75
2368,2025-05-10,Home & Kitchen,78.62,4,PayPal,3,May,Saturday,314.48
2369,2025-11-06,Home & Kitchen,167.82,4,Debit Card,2,Nov,Thursday,671.28
2370,2025-12-29,Clothing,293.51,1,UPI,4,Dec,Monday,293.51
2371,2025-07-12,Sports,46.8,1,PayPal,5,Jul,Saturday,46.8
2372,2025-11-03,Electronics,472.25,3,PayPal,4,Nov,Monday,1416.75
2373,2025-06-30,Clothing,188.89,2,Debit Card,4,Jun,Monday,377.78
2374,2025-10-19,Beauty,457.17,4,UPI,5,Oct,Sunday,1828.68
2375,2025-10-09,Sports,392.46,2,Credit Card,2,Oct,Thursday,784.92
2376,2025-01-29,Electronics,380.16,2,UPI,2,Jan,Wednesday,760.32
2377,2025-05-29,Home & Kitchen,307.29,4,Credit Card,3,May,Thursday,1229.16
2378,2025-09-24,Electronics,317.12,1,Debit Card,1,Sep,Wednesday,317.12
2379,2025-10-23,Home & Kitchen,322.62,3,PayPal,2,Oct,Thursday,967.86
2380,2025-01-11,Sports,318.07,5,Debit Card,5,Jan,Saturday,1590.35
2381,2025-06-13,Home & Kitchen,281.33,4,UPI,1,Jun,Friday,1125.32
2382,2025-04-23,Beauty,493.34,4,PayPal,5,Apr,Wednesday,1973.36
2383,2025-07-06,Home & Kitchen,368.82,5,UPI,5,Jul,Sunday,1844.1
2384,2025-10-22,Beauty,390.7,2,Credit Card,5,Oct,Wednesday,781.4
2385,2025-08-20,Sports,437.51,3,UPI,1,Aug,Wednesday,1312.53
2386,2025-08-15,Sports,115.66,2,Debit Card,4,Aug,Friday,231.32
2387,2025-11-06,Electronics,51.06,5,Debit Card,5,Nov,Thursday,255.3
2388,2025-04-08,Beauty,246.62,5,Debit Card,3,Apr,Tuesday,1233.1
2389,2025-02-24,Beauty,261.9,3,PayPal,2,Feb,Monday,785.6999999999999
2390,2025-04-21,Clothing,416.3,5,UPI,2,Apr,Monday,2081.5
2391,2025-06-01,Clothing,227.45,5,PayPal,2,Jun,Sunday,1137.25
2392,2025-09-03,Clothing,289.72,3,UPI,1,Sep,Wednesday,869.1600000000001
2393,2025-03-10,Home & Kitchen,268.26,4,Credit Card,3,Mar,Monday,1073.04
2394,2025-11-08,Clothing,28.72,2,UPI,3,Nov,Saturday,57.44
2395,2025-10-16,Beauty,311.46,4,UPI,3,Oct,Thursday,1245.84
2396,2025-09-07,Home & Kitchen,415.74,4,UPI,3,Sep,Sunday,1662.96
2397,2025-02-05,Sports,87.18,2,UPI,3,Feb,Wednesday,174.36
2398,2025-08-27,Electronics,301.22,4,Credit Card,4,Aug,Wednesday,1204.88
2399,2025-05-28,Clothing,300.87,3,PayPal,3,May,Wednesday,902.61
2400,2025-08-15,Sports,90.45,2,Debit Card,3,Aug,Friday,180.9
2401,2025-09-01,Beauty,70.5,1,UPI,1,Sep,Monday,70.5
2402,2025-12-03,Electronics,490.23,4,Debit Card,1,Dec,Wednesday,1960.92
2403,2025-12-31,Sports,202.92,5,Debit Card,3,Dec,Wednesday,1014.5999999999999
2404,2025-07-20,Electronics,121.44,2,Debit Card,4,Jul,Sunday,242.88
2405,2025-06-03,Clothing,93.95,1,Debit Card,3,Jun,Tuesday,93.95
2406,2025-03-14,Beauty,337.12,5,UPI,3,Mar,Friday,1685.6
2407,2025-07-20,Electronics,308.63,1,Debit Card,3,Jul,Sunday,308.63
2408,2025-10-23,Sports,325.34,4,UPI,5,Oct,Thursday,1301.36
2409,2025-01-17,Clothing,53.12,5,Credit Card,4,Jan,Friday,265.59999999999997
2410,2025-05-09,Clothing,447.83,4,PayPal,2,May,Friday,1791.32
2411,2025-08-05,Sports,200.74,5,PayPal,3,Aug,Tuesday,1003.7
2412,2025-03-02,Sports,163.55,2,UPI,2,Mar,Sunday,327.1
2413,2025-04-14,Electronics,236.56,3,UPI,4,Apr,Monday,709.6800000000001
2414,2025-02-11,Home & Kitchen,201.13,3,PayPal,3,Feb,Tuesday,603.39
2415,2025-01-25,Clothing,433.15,1,Debit Card,2,Jan,Saturday,433.15
2416,2025-02-08,Electronics,465.34,5,UPI,2,Feb,Saturday,2326.7
2417,2025-10-18,Sports,158.69,4,Debit Card,4,Oct,Saturday,634.76
2418,2025-05-11,Electronics,433.33,2,UPI,3,May,Sunday,866.66
2419,2025-08-17,Sports,392.95,2,UPI,5,Aug,Sunday,785.9
2420,2025-04-18,Beauty,466.1,2,Credit Card,4,Apr,Friday,932.2
2421,2025-06-21,Sports,130.42,3,Credit Card,5,Jun,Saturday,391.26
2422,2025-04-12,Sports,292.71,4,PayPal,3,Apr,Saturday,1170.84
2423,2025-12-20,Sports,144.53,2,Credit Card,2,Dec,Saturday,289.06
2424,2025-01-12,Home & Kitchen,413.81,2,Credit Card,4,Jan,Sunday,827.62
2425,2025-10-02,Sports,12.61,1,PayPal,4,Oct,Thursday,12.61
2426,2025-04-11,Clothing,286.76,5,Debit Card,4,Apr,Friday,1433.8
2427,2025-02-13,Clothing,176.21,5,Credit Card,1,Feb,Thursday,881.0500000000001
2428,2025-11-01,Electronics,168.12,5,Debit Card,3,Nov,Saturday,840.6
2429,2025-01-17,Home & Kitchen,326.0,1,PayPal,1,Jan,Friday,326.0
2430,2025-11-26,Electronics,427.23,3,UPI,4,Nov,Wednesday,1281.69
2431,2025-02-26,Clothing,308.51,1,Debit Card,4,Feb,Wednesday,308.51
2432,2025-11-07,Clothing,428.05,2,PayPal,5,Nov,Friday,856.1
2433,2025-10-30,Beauty,139.65,4,Debit Card,1,Oct,Thursday,558.6
2434,2025-01-12,Sports,264.56,2,PayPal,2,Jan,Sunday,529.12
2435,2025-11-14,Clothing,230.76,2,PayPal,3,Nov,Friday,461.52
2436,2025-03-21,Electronics,15.71,4,UPI,2,Mar,Friday,62.84
2437,2025-08-04,Electronics,282.84,5,Debit Card,2,Aug,Monday,1414.1999999999998
2438,2025-12-05,Sports,334.15,1,UPI,3,Dec,Friday,334.15
2439,2025-09-21,Sports,300.04,3,UPI,4,Sep,Sunday,900.1200000000001
2440,2025-05-29,Beauty,370.78,2,Debit Card,5,May,Thursday,741.56
2441,2025-03-22,Home & Kitchen,289.96,2,Debit Card,4,Mar,Saturday,579.92
2442,2025-08-03,Electronics,42.71,3,PayPal,4,Aug,Sunday,128.13
2443,2025-07-17,Sports,67.06,1,Debit Card,1,Jul,Thursday,67.06
2444,2025-07-19,Electronics,302.27,2,PayPal,2,Jul,Saturday,604.54
2445,2025-01-25,Sports,144.74,3,PayPal,2,Jan,Saturday,434.22
2446,2025-03-30,Clothing,49.03,2,PayPal,2,Mar,Sunday,98.06
2447,2025-09-25,Electronics,220.51,5,PayPal,5,Sep,Thursday,1102.55
2448,2025-05-23,Clothing,281.62,5,PayPal,5,May,Friday,1408.1
2449,2025-02-28,Electronics,171.09,2,PayPal,5,Feb,Friday,342.18
2450,2025-12-31,Home & Kitchen,363.01,2,Debit Card,3,Dec,Wednesday,726.02
2451,2025-01-26,Beauty,325.45,5,Debit Card,5,Jan,Sunday,1627.25
2452,2025-02-16,Clothing,173.08,2,Credit Card,1,Feb,Sunday,346.16
2453,2025-10-15,Sports,379.89,1,Debit Card,1,Oct,Wednesday,379.89
2454,2025-09-23,Home & Kitchen,327.86,1,UPI,4,Sep,Tuesday,327.86
2455,2025-01-16,Electronics,322.35,4,Credit Card,4,Jan,Thursday,1289.4
2456,2025-07-18,Clothing,281.18,1,Debit Card,4,Jul,Friday,281.18
2457,2025-10-09,Electronics,15.58,2,UPI,4,Oct,Thursday,31.16
2458,2025-03-27,Electronics,351.29,2,Debit Card,1,Mar,Thursday,702.58
2459,2025-09-07,Electronics,194.26,3,PayPal,4,Sep,Sunday,582.78
2460,2025-09-27,Beauty,471.88,1,Credit Card,1,Sep,Saturday,471.88
2461,2025-12-01,Beauty,410.81,5,PayPal,5,Dec,Monday,2054.05
2462,2025-04-27,Sports,297.97,5,Credit Card,5,Apr,Sunday,1489.8500000000001
2463,2025-01-07,Clothing,133.57,4,Credit Card,3,Jan,Tuesday,534.28
2464,2025-05-17,Home & Kitchen,109.82,3,PayPal,4,May,Saturday,329.46
2465,2025-06-25,Home & Kitchen,176.79,5,Credit Card,5,Jun,Wednesday,883.9499999999999
2466,2025-11-24,Home & Kitchen,243.52,4,Credit Card,5,Nov,Monday,974.08
2467,2025-11-11,Electronics,155.07,1,Debit Card,2,Nov,Tuesday,155.07
2468,2025-08-03,Beauty,262.32,3,UPI,2,Aug,Sunday,786.96
2469,2025-03-23,Clothing,91.03,3,PayPal,1,Mar,Sunday,273.09000000000003
2470,2025-08-11,Electronics,489.08,2,Debit Card,3,Aug,Monday,978.16
2471,2025-04-13,Beauty,62.88,1,Debit Card,2,Apr,Sunday,62.88
2472,2025-09-30,Beauty,466.65,3,PayPal,3,Sep,Tuesday,1399.9499999999998
2473,2025-01-14,Clothing,457.65,4,Credit Card,5,Jan,Tuesday,1830.6
2474,2025-06-08,Clothing,267.43,5,PayPal,1,Jun,Sunday,1337.15
2475,2025-06-01,Clothing,365.21,1,UPI,3,Jun,Sunday,365.21
2476,2025-04-18,Electronics,223.66,1,UPI,2,Apr,Friday,223.66
2477,2025-07-07,Sports,318.72,3,PayPal,5,Jul,Monday,956.1600000000001
2478,2025-10-28,Clothing,176.88,3,Debit Card,4,Oct,Tuesday,530.64
2479,2025-04-08,Sports,157.57,3,PayPal,5,Apr,Tuesday,472.71
2480,2025-05-11,Electronics,293.33,4,UPI,2,May,Sunday,1173.32
2481,2025-10-20,Sports,254.08,2,PayPal,2,Oct,Monday,508.16
2482,2025-06-20,Home & Kitchen,293.97,3,Credit Card,4,Jun,Friday,881.9100000000001
2483,2025-07-02,Sports,150.46,2,PayPal,5,Jul,Wednesday,300.92
2484,2025-12-30,Clothing,189.81,2,Debit Card,3,Dec,Tuesday,379.62
2485,2025-02-08,Electronics,51.11,1,Credit Card,3,Feb,Saturday,51.11
2486,2025-01-15,Clothing,35.62,5,UPI,5,Jan,Wednesday,178.1
2487,2025-01-04,Home & Kitchen,134.19,5,PayPal,3,Jan,Saturday,670.95
2488,2025-12-15,Clothing,46.38,4,Debit Card,5,Dec,Monday,185.52
2489,2025-07-29,Clothing,60.85,4,Debit Card,5,Jul,Tuesday,243.4
2490,2025-06-10,Clothing,408.33,5,UPI,2,Jun,Tuesday,2041.6499999999999
2491,2025-01-16,Beauty,29.05,5,PayPal,1,Jan,Thursday,145.25
2492,2025-04-18,Home & Kitchen,332.88,1,Debit Card,2,Apr,Friday,332.88
2493,2025-11-07,Clothing,143.55,1,Credit Card,3,Nov,Friday,143.55
2494,2025-08-15,Clothing,437.06,5,PayPal,1,Aug,Friday,2185.3
2495,2025-06-19,Clothing,247.65,3,UPI,5,Jun,Thursday,742.95
2496,2025-02-03,Electronics,159.73,3,Credit Card,3,Feb,Monday,479.18999999999994
2497,2025-09-08,Beauty,263.64,1,PayPal,4,Sep,Monday,263.64
2498,2025-09-04,Electronics,197.16,2,Debit Card,3,Sep,Thursday,394.32
2499,2025-09-26,Beauty,286.51,5,UPI,1,Sep,Friday,1432.55
2500,2025-05-21,Clothing,66.12,4,UPI,1,May,Wednesday,264.48
2501,2025-10-01,Home & Kitchen,498.53,3,PayPal,5,Oct,Wednesday,1495.59
2502,2025-04-06,Sports,218.52,2,UPI,4,Apr,Sunday,437.04
2503,2025-08-15,Sports,180.63,3,Credit Card,5,Aug,Friday,541.89
2504,2025-02-08,Clothing,358.0,2,PayPal,4,Feb,Saturday,716.0
2505,2025-10-29,Electronics,188.31,5,Credit Card,4,Oct,Wednesday,941.55
2506,2025-01-29,Home & Kitchen,418.3,5,UPI,5,Jan,Wednesday,2091.5
2507,2025-11-14,Beauty,232.59,5,UPI,3,Nov,Friday,1162.95
2508,2025-09-02,Clothing,362.58,1,UPI,2,Sep,Tuesday,362.58
2509,2025-08-24,Home & Kitchen,62.65,2,Credit Card,4,Aug,Sunday,125.3
2510,2025-07-04,Home & Kitchen,424.6,4,UPI,1,Jul,Friday,1698.4
2511,2025-09-29,Beauty,370.5,4,PayPal,5,Sep,Monday,1482.0
2512,2025-08-24,Home & Kitchen,113.74,5,Debit Card,3,Aug,Sunday,568.6999999999999
2513,2025-08-27,Electronics,81.19,4,PayPal,4,Aug,Wednesday,324.76
2514,2025-09-23,Electronics,164.98,3,Debit Card,3,Sep,Tuesday,494.93999999999994
2515,2025-12-25,Electronics,488.27,2,UPI,5,Dec,Thursday,976.54
2516,2025-12-06,Home & Kitchen,135.85,2,PayPal,1,Dec,Saturday,271.7
2517,2025-03-06,Electronics,233.5,2,Credit Card,4,Mar,Thursday,467.0
2518,2025-06-26,Beauty,24.71,3,Debit Card,4,Jun,Thursday,74.13
2519,2025-01-03,Home & Kitchen,204.64,1,Credit Card,3,Jan,Friday,204.64
2520,2025-05-22,Sports,289.95,3,Debit Card,5,May,Thursday,869.8499999999999
2521,2025-06-07,Home & Kitchen,477.03,2,UPI,2,Jun,Saturday,954.06
2522,2025-11-20,Beauty,263.2,2,PayPal,4,Nov,Thursday,526.4
2523,2025-05-26,Sports,411.36,2,Debit Card,1,May,Monday,822.72
2524,2025-10-20,Home & Kitchen,278.09,4,PayPal,4,Oct,Monday,1112.36
2525,2025-06-02,Electronics,29.98,1,Debit Card,4,Jun,Monday,29.98
2526,2025-07-12,Clothing,164.35,3,Debit Card,2,Jul,Saturday,493.04999999999995
2527,2025-03-14,Clothing,292.02,2,UPI,2,Mar,Friday,584.04
2528,2025-11-01,Electronics,475.79,5,Debit Card,5,Nov,Saturday,2378.9500000000003
2529,2025-12-10,Clothing,430.97,1,Credit Card,4,Dec,Wednesday,430.97
2530,2025-05-20,Clothing,121.89,5,Debit Card,4,May,Tuesday,609.45
2531,2025-07-06,Electronics,117.85,1,Debit Card,3,Jul,Sunday,117.85
2532,2025-10-20,Electronics,108.57,2,Debit Card,3,Oct,Monday,217.14
2533,2025-03-02,Home & Kitchen,462.02,1,UPI,1,Mar,Sunday,462.02
2534,2025-07-17,Home & Kitchen,427.81,1,PayPal,1,Jul,Thursday,427.81
2535,2025-10-22,Electronics,389.69,2,PayPal,3,Oct,Wednesday,779.38
2536,2025-11-15,Beauty,202.44,5,UPI,1,Nov,Saturday,1012.2
2537,2025-10-29,Clothing,257.15,5,Credit Card,4,Oct,Wednesday,1285.75
2538,2025-12-10,Home & Kitchen,237.52,4,Credit Card,2,Dec,Wednesday,950.08
2539,2025-01-11,Clothing,134.17,5,UPI,4,Jan,Saturday,670.8499999999999
2540,2025-03-03,Sports,257.46,5,PayPal,3,Mar,Monday,1287.3
2541,2025-11-29,Electronics,24.94,1,Credit Card,5,Nov,Saturday,24.94
2542,2025-08-14,Beauty,74.59,4,UPI,5,Aug,Thursday,298.36
2543,2025-06-02,Sports,444.43,2,PayPal,3,Jun,Monday,888.86
2544,2025-07-18,Sports,378.32,2,Credit Card,4,Jul,Friday,756.64
2545,2025-02-21,Sports,217.21,3,Credit Card,1,Feb,Friday,651.63
2546,2025-09-17,Electronics,263.4,4,UPI,1,Sep,Wednesday,1053.6
2547,2025-02-28,Home & Kitchen,191.3,1,PayPal,5,Feb,Friday,191.3
2548,2025-03-13,Electronics,372.98,3,Credit Card,3,Mar,Thursday,1118.94
2549,2025-05-28,Home & Kitchen,394.25,3,UPI,3,May,Wednesday,1182.75
2550,2025-12-15,Sports,384.01,2,Credit Card,2,Dec,Monday,768.02
2551,2025-03-04,Sports,364.08,5,PayPal,5,Mar,Tuesday,1820.3999999999999
2552,2025-11-06,Beauty,110.21,1,Debit Card,3,Nov,Thursday,110.21
2553,2025-08-31,Home & Kitchen,175.61,4,Credit Card,2,Aug,Sunday,702.44
2554,2025-11-26,Sports,240.22,3,PayPal,1,Nov,Wednesday,720.66
2555,2025-04-17,Clothing,172.09,1,Credit Card,5,Apr,Thursday,172.09
